deviceid,appversion,timestamp,id,cpuoccupancy,vss,rss
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,269,0,1765900,134184
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,270,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,271,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,272,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,273,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,274,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,275,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,276,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,277,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,278,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,279,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,280,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,281,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,282,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,283,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,284,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,285,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,286,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,287,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,288,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,289,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,290,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,291,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,292,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,293,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,294,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,295,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,296,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,297,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,298,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,299,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,300,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,301,1,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,302,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,303,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,304,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,305,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,306,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,307,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,308,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,309,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,310,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,311,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,312,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,313,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,314,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,315,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,316,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,317,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,318,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,319,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,320,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,321,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,322,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,323,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,324,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,325,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,326,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,327,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,328,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,329,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,330,0,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-20 10:21:12,331,0,1765900,133748
