deviceid,appversion,timestamp,cpuoccupancy
810EBM32TZ4K,V1.0.0,2019-07-15 10:51:45,1.1
810EBM32TZ4K,V1.0.0,2019-07-15 10:51:50,10
810EBM32TZ4K,V1.0.0,2019-07-15 10:51:55,11
