deviceid,appversion,timestamp,id,vss,rss
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,230,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,231,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,232,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,233,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,234,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,235,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,236,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,237,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,238,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,239,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,240,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,241,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,242,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,243,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,244,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,245,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,246,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,247,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,248,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,249,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,250,1767124,134436
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,251,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,252,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,253,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,254,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,255,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,256,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,257,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,258,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,259,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,260,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,261,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,262,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,263,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,264,1766064,134468
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,265,1765932,134248
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,266,1765900,134184
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,267,1765900,134184
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,268,1765900,134184
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,269,1765900,134184
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,270,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,271,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,272,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,273,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,274,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,275,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,276,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,277,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,278,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,279,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,280,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,281,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,282,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,283,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,284,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,285,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,286,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,287,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,288,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,289,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,290,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,291,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,292,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,293,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,294,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,295,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,296,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,297,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,298,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,299,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,300,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,301,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,302,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,303,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,304,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,305,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,306,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,307,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,308,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,309,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,310,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,311,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,312,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,313,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,314,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,315,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,316,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,317,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,318,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,319,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,320,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,321,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,322,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,323,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,324,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,325,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,326,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,327,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,328,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,329,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,330,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,331,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,332,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,333,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,334,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,335,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,336,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,337,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,338,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,339,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,340,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,341,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,342,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,343,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,344,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,345,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,346,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,347,1765900,133748
810EBM32TZ4K,V1.0.0,2019-03-14 17:41:46,348,1765900,133748
