deviceid,appversion,timestamp,traffic
810EBM32TZ4K,V1.0.0,2019-07-12 14:21:04,17821.064453125
810EBM32TZ4K,V1.0.0,2019-07-12 14:21:12,17823.88671875
810EBM32TZ4K,V1.0.0,2019-07-12 14:21:21,17826.166015625
810EBM32TZ4K,V1.0.0,2019-07-12 14:21:29,17827.494140625
810EBM32TZ4K,V1.0.0,2019-07-12 14:21:37,17829.169921875
