deviceid,appversion,timestamp,traffic
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:36,23565.791015625
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:44,23566.626953125
810EBM32TZ4K,V1.0.0,2019-07-15 12:07:52,23583.990234375
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:00,23589.5107421875
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:08,23874.8759765625
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:17,23921.4580078125
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:25,23941.4365234375
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:33,23942.5732421875
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:41,24043.373046875
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:49,24085.8876953125
810EBM32TZ4K,V1.0.0,2019-07-15 12:08:58,24195.26171875
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:06,24381.62890625
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:14,24445.5859375
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:22,24448.7734375
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:30,24460.115234375
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:39,24466.505859375
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:47,24469.052734375
810EBM32TZ4K,V1.0.0,2019-07-15 12:09:55,24538.2724609375
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:03,24595.841796875
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:11,24715.265625
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:19,24728.8056640625
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:28,25021.7431640625
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:36,25028.482421875
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:44,25029.24609375
810EBM32TZ4K,V1.0.0,2019-07-15 12:10:52,25044.6240234375
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:00,25051.46484375
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:09,25071.0732421875
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:17,25102.7783203125
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:25,25138.556640625
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:33,25152.11328125
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:41,25159.3076171875
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:49,25161.4892578125
810EBM32TZ4K,V1.0.0,2019-07-15 12:11:58,25164.5439453125
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:06,25169.07421875
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:14,25189.78515625
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:22,25202.8818359375
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:30,25329.1845703125
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:39,25336.7265625
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:47,25465.7119140625
810EBM32TZ4K,V1.0.0,2019-07-15 12:12:55,25479.5615234375
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:03,25493.3544921875
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:11,25494.02734375
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:19,25507.671875
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:28,25526.2197265625
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:36,25542.06640625
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:44,25543.5185546875
810EBM32TZ4K,V1.0.0,2019-07-15 12:13:52,25566.36328125
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:00,25574.02734375
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:09,25580.8017578125
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:17,25581.1416015625
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:25,25582.5009765625
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:33,25585.353515625
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:41,25592.29296875
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:50,25594.076171875
810EBM32TZ4K,V1.0.0,2019-07-15 12:14:58,25602.73828125
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:06,25603.9931640625
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:14,25618.2509765625
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:22,25626.37109375
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:31,25628.9150390625
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:39,25643.5673828125
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:47,25777.724609375
810EBM32TZ4K,V1.0.0,2019-07-15 12:15:55,25786.33203125
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:03,25794.7021484375
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:12,25810.9189453125
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:20,25827.74609375
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:28,25842.123046875
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:36,25851.3134765625
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:44,25852.4658203125
810EBM32TZ4K,V1.0.0,2019-07-15 12:16:53,25862.744140625
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:01,25872.490234375
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:09,25876.5869140625
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:17,25889.8818359375
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:25,25903.6142578125
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:34,25906.8525390625
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:42,25916.3388671875
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:50,25916.9775390625
810EBM32TZ4K,V1.0.0,2019-07-15 12:17:58,25917.4111328125
